placeDcid,placeName,Date:Count_Person_Civilian_SingleMotherFamilyHousehold_NonInstitutionalized,Value:Count_Person_Civilian_SingleMotherFamilyHousehold_NonInstitutionalized,Source:Count_Person_Civilian_SingleMotherFamilyHousehold_NonInstitutionalized,Date:Count_Person_25OrMoreYears_EducationalAttainmentHighSchoolGraduateGedOrAlternative_NoHealthInsurance,Value:Count_Person_25OrMoreYears_EducationalAttainmentHighSchoolGraduateGedOrAlternative_NoHealthInsurance,Source:Count_Person_25OrMoreYears_EducationalAttainmentHighSchoolGraduateGedOrAlternative_NoHealthInsurance,Date:Percent_Person_Obesity,Value:Percent_Person_Obesity,Source:Percent_Person_Obesity,Date:Amount_EconomicActivity_GrossDomesticProduction_RealValue,Value:Amount_EconomicActivity_GrossDomesticProduction_RealValue,Source:Amount_EconomicActivity_GrossDomesticProduction_RealValue,Date:Count_HousingUnit,Value:Count_HousingUnit,Source:Count_HousingUnit
geoId/45087,Union County,2020,5395,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,1000,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,40.9,https://www.cdc.gov/places/index.html,2018,673529000,https://www.bea.gov/,2020,14118,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48183,Gregg County,2020,23362,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,5319,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,39.5,https://www.cdc.gov/places/index.html,2018,7899636000,https://www.bea.gov/,2020,52256,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51005,Alleghany County,2020,1887,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,522,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,35.3,https://www.cdc.gov/places/index.html,,,,2020,8036,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51059,Fairfax County,2020,125805,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,24422,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,21.8,https://www.cdc.gov/places/index.html,,,,2020,415149,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/53043,Lincoln County,2020,721,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,470,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,34.9,https://www.cdc.gov/places/index.html,2018,481953000,https://www.bea.gov/,2020,6094,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/08103,Rio Blanco County,2020,625,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,298,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,23.9,https://www.cdc.gov/places/index.html,2018,736488000,https://www.bea.gov/,2020,3345,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13073,Columbia County,2020,21227,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,3287,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,29.5,https://www.cdc.gov/places/index.html,2018,3294683000,https://www.bea.gov/,2020,58653,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13299,Ware County,2020,7714,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,2216,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,37,https://www.cdc.gov/places/index.html,2018,1253181000,https://www.bea.gov/,2020,16794,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17181,Union County,2020,1699,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,527,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,36.1,https://www.cdc.gov/places/index.html,2018,448465000,https://www.bea.gov/,2020,8009,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/29197,Schuyler County,2020,502,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,219,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,37.6,https://www.cdc.gov/places/index.html,2018,72701000,https://www.bea.gov/,2020,2100,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/37187,Washington County,2020,3483,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,518,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,38.9,https://www.cdc.gov/places/index.html,2018,253888000,https://www.bea.gov/,2020,6450,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/38041,Hettinger County,2020,202,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,59,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,34.6,https://www.cdc.gov/places/index.html,2018,115597000,https://www.bea.gov/,2020,1480,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51133,Northumberland County,2020,1915,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,572,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,28.3,https://www.cdc.gov/places/index.html,2018,483382000,https://www.bea.gov/,2020,9321,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/21045,Casey County,2020,2160,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,1000,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,38.1,https://www.cdc.gov/places/index.html,2018,296078000,https://www.bea.gov/,2020,7536,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/46079,Lake County,2020,1022,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,195,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,32.5,https://www.cdc.gov/places/index.html,2018,549295000,https://www.bea.gov/,2020,5824,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48159,Franklin County,2020,1368,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,453,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,33.5,https://www.cdc.gov/places/index.html,2018,447719000,https://www.bea.gov/,2020,5841,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/50021,Rutland County,2020,5521,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,1278,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,31.4,https://www.cdc.gov/places/index.html,2018,2469821000,https://www.bea.gov/,2020,34552,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51033,Caroline County,2020,5136,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,1033,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,37,https://www.cdc.gov/places/index.html,2018,601787000,https://www.bea.gov/,2020,12322,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/22035,East Carroll Parish,2020,1673,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,509,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,49.7,https://www.cdc.gov/places/index.html,2018,187385000,https://www.bea.gov/,2020,2821,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/28053,Humphreys County,2020,3752,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,289,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,49.4,https://www.cdc.gov/places/index.html,2018,157389000,https://www.bea.gov/,2020,3816,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/28119,Quitman County,2020,2837,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,429,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,45.6,https://www.cdc.gov/places/index.html,2018,98309000,https://www.bea.gov/,2020,3568,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/39109,Miami County,2020,13210,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,3289,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,32,https://www.cdc.gov/places/index.html,2018,4056603000,https://www.bea.gov/,2020,44394,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/22021,Caldwell Parish,2020,1738,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,752,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,39.6,https://www.cdc.gov/places/index.html,2018,179444000,https://www.bea.gov/,2020,5251,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/26011,Arenac County,2020,1676,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,742,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,36.6,https://www.cdc.gov/places/index.html,2018,409206000,https://www.bea.gov/,2020,9873,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/29025,Caldwell County,2020,848,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,296,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,35.5,https://www.cdc.gov/places/index.html,2018,228120000,https://www.bea.gov/,2020,4694,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/31101,Keith County,2020,735,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,298,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,35.7,https://www.cdc.gov/places/index.html,2018,360919000,https://www.bea.gov/,2020,5481,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/31173,Thurston County,2020,2188,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,307,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,47.6,https://www.cdc.gov/places/index.html,2018,533816000,https://www.bea.gov/,2020,2446,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51580,Covington,2020,474,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,234,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,34,https://www.cdc.gov/places/index.html,,,,2020,2987,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/12061,Indian River County,2020,20642,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,6648,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,28.6,https://www.cdc.gov/places/index.html,2018,5346831000,https://www.bea.gov/,2020,81185,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17075,Iroquois County,2020,3199,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,836,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,36.5,https://www.cdc.gov/places/index.html,2018,1056396000,https://www.bea.gov/,2020,13514,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/31063,Frontier County,2020,146,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,64,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,37.4,https://www.cdc.gov/places/index.html,2018,146318000,https://www.bea.gov/,2020,1569,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/39163,Vinton County,2020,1905,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,506,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,40.9,https://www.cdc.gov/places/index.html,2018,284889000,https://www.bea.gov/,2020,6272,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51023,Botetourt County,2020,2261,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,699,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,30.7,https://www.cdc.gov/places/index.html,2018,1275072000,https://www.bea.gov/,2020,14959,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51121,Montgomery County,2020,6642,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,1768,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,32.4,https://www.cdc.gov/places/index.html,,,,2020,40674,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/09015,Windham County,2020,18177,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,3211,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,30.5,https://www.cdc.gov/places/index.html,2018,4661614000,https://www.bea.gov/,2020,49840,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/21035,Calloway County,2020,4206,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,971,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,37.3,https://www.cdc.gov/places/index.html,2018,1280784000,https://www.bea.gov/,2020,18924,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/28035,Forrest County,2020,18486,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,2728,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,42.6,https://www.cdc.gov/places/index.html,2018,3614553000,https://www.bea.gov/,2020,33091,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/39053,Gallia County,2020,3601,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,1515,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,38.2,https://www.cdc.gov/places/index.html,2018,2158774000,https://www.bea.gov/,2020,13903,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/26137,Otsego County,2019,3257,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,944,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,35.3,https://www.cdc.gov/places/index.html,2018,929428000,https://www.bea.gov/,2020,14911,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/36021,Columbia County,2020,7561,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,1311,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,29.8,https://www.cdc.gov/places/index.html,2018,2234756000,https://www.bea.gov/,2020,33622,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/39135,Preble County,2020,4549,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,1736,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,36.6,https://www.cdc.gov/places/index.html,2018,1130191000,https://www.bea.gov/,2020,17929,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/45043,Georgetown County,2020,12454,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,3188,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,38.7,https://www.cdc.gov/places/index.html,2018,2193408000,https://www.bea.gov/,2020,35655,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/45065,McCormick County,2020,1632,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,271,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,40.1,https://www.cdc.gov/places/index.html,2018,189763000,https://www.bea.gov/,2020,5669,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72055,Guánica Municipio,2020,4337,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,352,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,,,,,,,2020,9379,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/04001,Apache County,2020,23178,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,4363,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,35.2,https://www.cdc.gov/places/index.html,2018,2619469000,https://www.bea.gov/,2020,32943,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/16079,Shoshone County,2020,1921,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,706,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,31.5,https://www.cdc.gov/places/index.html,2018,466589000,https://www.bea.gov/,2020,7146,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17109,McDonough County,2020,2597,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,616,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,35.2,https://www.cdc.gov/places/index.html,2018,1150422000,https://www.bea.gov/,2020,14392,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/21029,Bullitt County,2020,11653,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,2259,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,40.8,https://www.cdc.gov/places/index.html,2018,2225729000,https://www.bea.gov/,2020,31841,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/22043,Grant Parish,2020,4127,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,1103,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,39,https://www.cdc.gov/places/index.html,2018,337955000,https://www.bea.gov/,2020,9430,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/34005,Burlington County,2020,63347,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,9423,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,30.4,https://www.cdc.gov/places/index.html,2018,25242828000,https://www.bea.gov/,2020,179955,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47029,Cocke County,2020,6757,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,2514,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,38.9,https://www.cdc.gov/places/index.html,2018,1016848000,https://www.bea.gov/,2020,17640,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48221,Hood County,2020,5558,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,2371,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,34.5,https://www.cdc.gov/places/index.html,2018,2180548000,https://www.bea.gov/,2020,26651,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48345,Motley County,2020,299,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,56,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,35.7,https://www.cdc.gov/places/index.html,2018,41500000,https://www.bea.gov/,2020,781,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48369,Parmer County,2020,1163,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,375,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,39.3,https://www.cdc.gov/places/index.html,2018,1469742000,https://www.bea.gov/,2020,3793,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17141,Ogle County,2020,5962,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,1370,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,33.6,https://www.cdc.gov/places/index.html,2018,2721329000,https://www.bea.gov/,2020,22687,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20023,Cheyenne County,2020,299,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,91,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,38.4,https://www.cdc.gov/places/index.html,2018,138297000,https://www.bea.gov/,2020,1511,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20201,Washington County,2020,297,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,185,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,36.7,https://www.cdc.gov/places/index.html,2018,222464000,https://www.bea.gov/,2020,2940,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/30035,Glacier County,2020,3407,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,1014,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,38.8,https://www.cdc.gov/places/index.html,2018,430957000,https://www.bea.gov/,2020,5397,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47181,Wayne County,2020,2598,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,760,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,37.6,https://www.cdc.gov/places/index.html,2018,292463000,https://www.bea.gov/,2020,7353,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48289,Leon County,2020,3007,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,773,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,36,https://www.cdc.gov/places/index.html,2018,1012329000,https://www.bea.gov/,2020,9880,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48381,Randall County,2020,18928,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,3765,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,32,https://www.cdc.gov/places/index.html,2018,3539417000,https://www.bea.gov/,2020,55057,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51159,Richmond County,2020,695,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,264,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,37.2,https://www.cdc.gov/places/index.html,2018,261629000,https://www.bea.gov/,2020,3967,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/53055,San Juan County,2020,1365,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,558,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,25.7,https://www.cdc.gov/places/index.html,2018,667122000,https://www.bea.gov/,2020,14252,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/06095,Solano County,2020,75200,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,10563,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,27.1,https://www.cdc.gov/places/index.html,2018,23303994000,https://www.bea.gov/,2020,159055,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/06105,Trinity County,2019,1671,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,577,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,29.6,https://www.cdc.gov/places/index.html,2018,506794000,https://www.bea.gov/,2020,8895,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17003,Alexander County,2020,1509,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,462,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,42,https://www.cdc.gov/places/index.html,2018,180487000,https://www.bea.gov/,2020,3965,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/21089,Greenup County,2020,4487,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,1547,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,38.2,https://www.cdc.gov/places/index.html,2018,724722000,https://www.bea.gov/,2020,16309,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/22109,Terrebonne Parish,2020,21972,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,5310,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,39.2,https://www.cdc.gov/places/index.html,2018,5535908000,https://www.bea.gov/,2020,45546,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/31029,Chase County,2020,251,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,140,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,37.6,https://www.cdc.gov/places/index.html,2018,238371000,https://www.bea.gov/,2020,1989,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/38029,Emmons County,2020,74,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,76,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,36.1,https://www.cdc.gov/places/index.html,2018,172102000,https://www.bea.gov/,2020,2153,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/38053,McKenzie County,2020,1913,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,387,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,36.1,https://www.cdc.gov/places/index.html,2018,2956333000,https://www.bea.gov/,2020,6856,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13295,Walker County,2020,11218,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,3339,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,31.8,https://www.cdc.gov/places/index.html,2018,1382991000,https://www.bea.gov/,2020,30458,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20019,Chautauqua County,2020,475,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,147,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,38.7,https://www.cdc.gov/places/index.html,2018,75066000,https://www.bea.gov/,2020,2144,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/22085,Sabine Parish,2020,4553,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,1187,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,40.5,https://www.cdc.gov/places/index.html,2018,789765000,https://www.bea.gov/,2020,15221,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/23005,Cumberland County,2020,30182,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,5638,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,24.8,https://www.cdc.gov/places/index.html,2018,19382624000,https://www.bea.gov/,2020,145838,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
